"","Constituency.Name","Electorate","Votes","Lab","Con","LD","Grn","UKIP","SNP","year","leave"
"326","Clwyd South",53748,34681,13311,10477,5965,0,819,0,2010,0.6025820136
"327","Clwyd South",54996,35064,13051,10649,1349,915,5480,0,2015,0.6025820136
"328","Clwyd West",57913,38111,9414,15833,5801,0,864,0,2010,0.5253250436
"329","Clwyd West",58644,38028,9733,16463,1387,0,4988,0,2015,0.5253250436
"330","Coatbridge, Chryston and Bellshill",70067,41635,27728,3374,3519,0,0,7014,2010,0.3872332567
"331","Coatbridge, Chryston and Bellshill",73894,50698,17195,3209,549,0,1049,28696,2015,0.3872332567
"332","Colchester",74204,48593,7852,18919,13344,2499,5870,0,2015,0.5106418001
"333","Colchester",74064,46139,5680,15169,22151,694,1350,0,2010,0.5106418001
"334","Colne Valley",82516,56800,19868,25246,3407,1919,5734,0,2015,0.4982459592
"335","Colne Valley",80060,55296,14589,20440,15603,867,1163,0,2010,0.4982459592
"336","Congleton",72280,50780,8747,23250,16187,0,2147,0,2010,0.5265409394
"337","Congleton",72503,50976,10391,27164,4623,1876,6922,0,2015,0.5265409394
"338","Copeland",63149,42787,19699,15866,4365,389,994,0,2010,0.5984604808
"339","Copeland",62087,39631,16750,14186,1368,1179,6148,0,2015,0.5984604808
"340","Corby",78024,54236,20991,22886,7834,0,0,0,2010,0.60114346
"341","Corby",79775,56174,0,24023,1458,1374,7708,0,2015,0.60114346
"342","Cornwall North",67940,46844,1971,19531,22512,0,2300,0,2010,NA
"343","Cornwall North",67192,48245,2621,21689,15068,2063,6121,0,2015,NA
"344","Cornwall South East",71071,50498,4692,25516,8521,2718,7698,0,2015,NA
"345","Cornwall South East",71373,49617,3507,22390,19170,826,3083,0,2010,NA
"346","Cotswolds, The",78290,56667,5240,32045,10568,2626,6188,0,2015,NA
"347","Cotswolds, The",76729,54832,5886,29075,16211,940,2292,0,2010,NA
"348","Coventry North East",73035,43383,21384,9609,7210,0,1291,0,2010,0.5922586701
"349","Coventry North East",75462,42231,22025,9751,2007,1245,6278,0,2015,0.5922586701
"350","Coventry North West",72871,46560,19936,13648,8344,497,1295,0,2010,0.5867347043
"351","Coventry North West",73626,45246,18557,14048,1810,1961,7101,0,2015,0.5867347043
"352","Coventry South",70397,43699,18472,15284,1779,1719,5709,0,2015,0.4890117797
"353","Coventry South",73652,45924,19197,15352,8278,639,1767,0,2010,0.4890117797
"354","Crawley",72781,47504,15336,21264,6844,598,1382,0,2010,0.584136714
"355","Crawley",73936,48550,16303,22829,1339,1100,6979,0,2015,0.584136714
"356","Crewe and Nantwich",79728,51084,17374,23420,7656,0,1414,0,2010,0.5900216001
"357","Crewe and Nantwich",74169,49896,18825,22445,1374,0,7252,0,2015,0.5900216001
"358","Croydon Central",78171,52941,22588,22753,1152,1454,4810,0,2015,0.5031024069
"359","Croydon Central",76349,49667,16688,19567,6553,581,997,0,2010,0.5031024069
"360","Croydon North",85941,53522,0,12149,1919,2515,2899,0,2015,0.4116806604
"361","Croydon North",85216,51676,28947,12466,7226,1017,891,0,2010,0.4116806604
"362","Croydon South",81303,56322,11287,28684,12866,981,2504,0,2010,0.4580567492
"363","Croydon South",82010,57712,14308,31448,3448,2154,6068,0,2015,0.4580567492
"364","Cumbernauld, Kilsyth and Kirkintilloch East",64037,41150,23549,3407,3924,0,0,9794,2010,0.3790899259
"365","Cumbernauld, Kilsyth and Kirkintilloch East",67088,49382,14820,3891,1099,0,0,29572,2015,0.3790899259
"366","Cynon Valley",50650,29876,15681,3010,4120,0,1001,0,2010,0.5696266259
"367","Cynon Valley",51422,30472,14532,3676,830,799,4976,0,2015,0.5696266259
"368","Dagenham and Rainham",69764,44232,17813,15183,3806,296,1569,0,2010,0.6992601589
"369","Dagenham and Rainham",69128,43050,17830,10492,717,806,12850,0,2015,0.6992601589
"370","Darlington",65851,41141,17637,14479,1966,1444,5392,0,2015,0.5806846735
"371","Darlington",68168,42896,16891,13503,10046,0,1194,0,2010,0.5806846735
"372","Dartford",75209,52418,13325,25670,1454,1324,10434,0,2015,0.6403580012
"373","Dartford",76271,50080,13800,24428,7361,0,1842,0,2010,0.6403580012
"374","Daventry",72873,52518,9491,30550,2352,1829,8296,0,2015,0.5875854112
"375","Daventry",71452,51774,8168,29252,10064,770,2333,0,2010,0.5875854112
"376","Delyn",53470,36984,15083,12811,5747,0,655,0,2010,0.5477104
"377","Delyn",53639,37457,15187,12257,1380,680,6150,0,2015,0.5477104
"378","Denton and Reddish",66330,37635,19191,9360,6727,0,2060,0,2010,0.6098402815
"379","Denton and Reddish",66141,38681,19661,9150,957,1466,7225,0,2015,0.6098402815
"380","Derby North",69794,44745,16361,16402,3832,1618,6532,0,2015,0.5373816638
"381","Derby North",71474,45080,14896,14283,12638,0,829,0,2010,0.5373816638
"382","Derby South",70240,40820,20007,11179,1717,1208,6341,0,2015,0.6161100009
"383","Derby South",70999,41188,17851,11729,8430,0,1821,0,2010,0.6161100009
"384","Derbyshire Dales",63376,46780,9061,24378,10512,772,1779,0,2010,0.5128574119
"385","Derbyshire Dales",63476,47361,10761,24805,3965,2173,5508,0,2015,0.5128574119
"386","Derbyshire Mid",67477,47729,12134,24908,2292,1898,6497,0,2015,NA
"387","Derbyshire Mid",66074,47342,11585,22877,9711,0,1252,0,2010,NA
"388","Derbyshire North East",71445,47948,19488,17605,2004,1059,7631,0,2015,NA
"389","Derbyshire North East",71398,47034,17948,15503,10947,0,2636,0,2010,NA
"390","Derbyshire South",73923,50762,13595,25066,1887,1216,8998,0,2015,NA
"391","Derbyshire South",70608,50419,15807,22935,8012,0,1206,0,2010,NA
"392","Devizes",69205,49006,6360,28295,3954,2853,7544,0,2015,0.5146439081
"393","Devizes",67379,46340,4711,25519,12514,813,2076,0,2010,0.5146439081
"394","Devon Central",71203,53873,3715,27737,18507,1044,2870,0,2010,NA
"395","Devon Central",72737,54448,6985,28436,6643,4866,7171,0,2015,NA
"396","Devon East",73109,53092,5721,25662,16548,815,4346,0,2010,NA
"397","Devon East",76519,54717,5591,25401,3715,0,6870,0,2015,NA
"398","Devon North",74737,52320,3699,22341,15405,3018,7719,0,2015,NA
"399","Devon North",74508,51321,2671,18484,24305,697,3720,0,2010,NA
"400","Devon South West",70813,49860,6193,27908,12034,641,3084,0,2010,NA
"401","Devon South West",71035,50372,8391,28500,3767,2408,7306,0,2015,NA
"402","Devon West and Torridge",77360,55257,2917,25230,22273,1050,3021,0,2010,NA
"403","Devon West and Torridge",78621,56584,6015,28774,7483,3941,10371,0,2015,NA
"404","Dewsbury",79770,53630,22406,20955,1924,1366,6649,0,2015,0.5726844715
"405","Dewsbury",78910,54008,17372,18898,9150,849,0,0,2010,0.5726844715
"406","Don Valley",72597,43420,16472,12877,7422,0,1904,0,2010,0.6855959842
"407","Don Valley",71299,42486,19621,10736,1487,0,9963,0,2015,0.6855959842
"408","Doncaster Central",71136,40420,19840,8386,1717,0,9747,0,2015,0.6631997578
"409","Doncaster Central",72985,41745,16569,10340,8795,0,1421,0,2010,0.6631997578
"410","Doncaster North",70989,39501,20708,7235,1005,757,8928,0,2015,0.7206050853
"411","Doncaster North",71681,41483,19637,8728,6174,0,1797,0,2010,0.7206050853
"412","Dorset Mid and Poole North",64660,46788,2748,20831,21100,0,2109,0,2010,NA
"413","Dorset Mid and Poole North",64299,46499,2767,23639,13109,1321,5663,0,2015,NA
"414","Dorset North",73741,54141,2910,27640,20015,546,2812,0,2010,NA
"415","Dorset North",73759,53385,4785,30227,6226,3038,9109,0,2015,NA
"416","Dorset South",73360,50310,15224,22667,9557,595,2034,0,2010,NA
"417","Dorset South",71534,48597,11762,23756,2901,2275,7304,0,2015,NA
"418","Dorset West",76869,57337,3815,27287,23364,675,2196,0,2010,NA
"419","Dorset West",78000,56458,5633,28329,12199,3242,7055,0,2015,NA
"420","Dover",72930,50224,15443,21737,1572,1295,10177,0,2015,0.6312986991
"421","Dover",71833,50385,16900,22174,7962,0,1747,0,2010,0.6312986991
"422","Down North",64207,35947,0,1593,0,1958,1482,0,2015,NA
"423","Down North",60698,33481,0,0,0,1043,0,0,2010,NA
"424","Down South",75220,42697,0,318,0,0,3044,0,2015,NA
"425","Down South",70784,42589,0,0,0,901,0,0,2010,NA
"426","Dudley North",60838,38602,14923,14274,4066,0,3267,0,2010,0.7143022556
"427","Dudley North",60717,37992,15885,11704,478,517,9113,0,2015,0.7143022556
"428","Dudley South",60572,38165,12594,16450,5989,0,3132,0,2010,0.7041731849
"429","Dudley South",60363,38210,12453,16723,828,970,7236,0,2015,0.7041731849
"430","Dulwich and West Norwood",76575,51362,27772,11650,5055,4844,1606,0,2015,0.2205254119
"431","Dulwich and West Norwood",72817,48214,22461,10684,13096,1266,707,0,2010,0.2205254119
"432","Dumfries and Galloway",75249,56602,13982,16926,953,0,1301,23440,2015,0.4539451293
"433","Dumfries and Galloway",74584,52173,23950,16501,4608,0,695,6419,2010,0.4539451293
"434","Dumfriesshire, Clydesdale and Tweeddale",68483,52134,7711,20759,1392,839,1472,19961,2015,0.4394452696
"435","Dumfriesshire, Clydesdale and Tweeddale",66627,45892,13263,17457,9080,510,637,4945,2010,0.4394452696
"436","Dunbartonshire East",66966,54871,6754,4727,19926,804,567,22093,2015,NA
"437","Dunbartonshire East",63795,47948,16367,7431,18551,0,545,5054,2010,NA
"438","Dunbartonshire West",69208,51141,0,3597,816,0,0,30198,2015,NA
"439","Dunbartonshire West",66086,42266,25905,3242,3434,0,683,8497,2010,NA
"440","Dundee East",67822,48185,9603,7206,1387,895,0,28765,2015,0.3825275627
"441","Dundee East",65471,40568,13529,6177,4285,542,431,15350,2010,0.3825275627
"442","Dundee West",65927,44714,10592,3852,1057,1225,0,27684,2015,0.4115098933
"443","Dundee West",63013,37126,17994,3461,4233,0,0,10716,2010,0.4115098933
"444","Dunfermline and Fife West",73590,48947,22639,3305,17169,0,633,5201,2010,NA
"445","Dunfermline and Fife West",78037,55890,17744,6623,2232,1195,0,28096,2015,NA
"446","Dunfermline and West Fife",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4002669477
"447","Durham North",65359,40146,22047,8403,2046,1246,6404,0,2015,NA
"448","Durham North",67544,40967,20698,8622,8617,0,1344,0,2010,NA
"449","Durham North West",69816,42818,20074,10018,3894,1567,7265,0,2015,NA
"450","Durham North West",70350,43815,18539,8766,10927,0,1259,0,2010,NA
"451","Durham, City of",68832,46252,20496,6146,17429,0,856,0,2010,NA
"452","Durham, City Of",68725,45669,21596,10157,5153,2687,5232,0,2015,NA
"453","Dwyfor Meirionnydd",44394,28913,3904,6550,1153,981,3126,0,2015,0.4836689985
"454","Dwyfor Meirionnydd",45354,28906,4021,6447,3538,0,776,0,2010,0.4836689985
"455","Ealing Central and Acton",70251,47200,14228,17944,13041,737,765,0,2010,0.2915028059
"456","Ealing Central and Acton",71422,50894,22002,21728,3106,1841,1926,0,2015,0.2915028059
"457","Ealing North",73881,48510,26745,14419,1575,1635,3922,0,2015,0.4625609216
"458","Ealing North",73104,47678,24023,14722,6283,505,685,0,2010,0.4625609216
"459","Ealing Southall",66970,42756,22024,12733,6383,705,0,0,2010,NA
"460","Ealing Southall",65606,43321,28147,9387,1550,2007,1769,0,2015,NA
"461","Ealing, Southall",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4182634912
"462","Easington",61659,34624,21132,4478,834,733,6491,0,2015,0.6657309975
"463","Easington",63879,34914,20579,4790,5597,0,1631,0,2010,0.6657309975
"464","East Devon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5045688788
"465","East Dunbartonshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2670022732
"466","East Ham",90674,50373,35471,7645,5849,586,0,0,2010,0.4691542632
"467","East Ham",87382,52290,40563,6311,856,1299,2622,0,2015,0.4691542632
"468","East Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4872942006
"469","East Kilbride, Strathaven and Lesmahagow",76534,50946,26241,6613,5052,1003,0,11738,2010,0.3799721785
"470","East Kilbride, Strathaven and Lesmahagow",83205,60539,17151,7129,1042,0,1221,33678,2015,0.3799721785
"471","East Lothian",73348,49161,21919,9661,8288,862,548,7883,2010,0.3539559572
"472","East Lothian",79481,59014,18301,11511,1517,1245,1178,25104,2015,0.3539559572
"473","East Renfrewshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2568141894
"474","East Surrey",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5419184365
"475","East Worthing and Shoreham",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5367434864
"476","East Yorkshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633133693
"477","Eastbourne",78262,52907,4143,20934,20201,1351,6139,0,2015,0.5762499801
"478","Eastbourne",77840,52124,2497,21223,24658,0,1305,0,2010,0.5762499801
"479","Eastleigh",77436,53650,5153,21102,24966,0,1933,0,2010,0.5401918453
"480","Eastleigh",79609,55505,7181,23464,14317,1513,8783,0,2015,0.5401918453
"481","Eddisbury",72100,45414,9794,23472,10217,0,1931,0,2010,0.5223282163
"482","Eddisbury",68569,47352,11193,24167,4289,1624,5778,0,2015,0.5223282163
"483","Edinburgh East",60945,39865,17314,4358,7751,2035,0,8133,2010,0.2763678537
"484","Edinburgh East",67141,47089,14082,4670,1325,2809,898,23188,2015,0.2763678537
"485","Edinburgh North and Leith",80910,58008,0,9378,2634,3140,847,23742,2015,0.2179552346
"486","Edinburgh North and Leith",69207,47356,17740,7079,16016,1062,0,4568,2010,0.2179552346
"487","Edinburgh South",65801,49286,19293,8626,1823,2090,601,16656,2015,0.2215338737
"488","Edinburgh South",59362,43801,15215,9452,14899,881,0,3354,2010,0.2215338737
"489","Edinburgh South West",66361,45462,19473,11026,8194,872,0,5530,2010,0.2786164648
"490","Edinburgh South West",72149,51602,14033,10444,1920,1965,1072,22168,2015,0.2786164648
"491","Edinburgh West",65159,46447,12881,10767,16684,0,0,6115,2010,0.2876601964
"492","Edinburgh West",71717,54858,6425,6732,18168,1140,1015,21378,2015,0.2876601964
"493","Edmonton",63904,40377,21665,12052,4252,516,1036,0,2010,0.455096172
"494","Edmonton",66016,41338,0,9969,897,1358,3366,0,2015,0.455096172
"495","Ellesmere Port and Neston",66509,44233,19750,15419,6663,0,1619,0,2010,0.5776683508
"496","Ellesmere Port and Neston",69223,46727,22316,16041,1563,990,5594,0,2015,0.5776683508
"497","Elmet and Rothwell",79143,57797,19488,27978,2640,1261,6430,0,2015,0.5635934444
"498","Elmet and Rothwell",77724,55789,19257,23778,9109,0,1593,0,2010,0.5635934444
"499","Eltham",63998,43157,18393,15700,1308,1275,6481,0,2015,0.5181526511
"500","Eltham",62590,41964,17416,15753,5299,419,1011,0,2010,0.5181526511
"501","Enfield North",68118,46137,20172,19086,1059,1303,4133,0,2015,0.4921544262
"502","Enfield North",66261,44453,17112,18804,5403,489,938,0,2010,0.4921544262
"503","Enfield Southgate",64139,44352,14302,21928,6124,632,505,0,2010,NA
"504","Enfield Southgate",64937,45812,17871,22624,1518,1690,2109,0,2015,NA
"505","Enfield, Southgate",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3788481586
"506","Epping Forest",73447,49348,7962,27027,3448,1782,9049,0,2015,0.6107376735
"507","Epping Forest",72186,46584,6641,25148,10017,659,1852,0,2010,0.6107376735
"508","Epsom and Ewell",78633,57143,8866,33309,5002,2116,7117,0,2015,0.4796217354
"509","Epsom and Ewell",79908,54955,6538,30868,14734,0,2549,0,2010,0.4796217354
"510","Erewash",69655,47642,16304,18805,8343,534,855,0,2010,0.633037158
"511","Erewash",71943,48322,17052,20636,1658,1184,7792,0,2015,0.633037158
"512","Erith and Thamesmead",70397,42617,21209,11684,972,941,7368,0,2015,0.5432728958
"513","Erith and Thamesmead",69900,42476,19068,13365,5116,322,1139,0,2010,0.5432728958
"514","Esher and Walton",75338,54543,5829,32134,13541,0,1783,0,2010,0.4162523621
"515","Esher and Walton",79894,56976,7229,35845,5372,2355,5551,0,2015,0.4162523621
"516","Exeter",76968,54018,25062,17879,2321,3491,5075,0,2015,0.4470640158
"517","Exeter",77158,52247,19942,17221,10581,792,1930,0,2010,0.4470640158
"518","Falkirk",83380,60340,15130,7325,1225,0,1829,34831,2015,0.4199140734
"519","Falkirk",81869,50777,23207,5698,5225,0,1283,15364,2010,0.4199140734
"520","Fareham",75915,54345,7719,30037,12945,791,2235,0,2010,0.554141921
"521","Fareham",77114,54700,7800,30689,4814,2129,8427,0,2015,0.554141921
"522","Faversham and Kent Mid",69523,45803,7403,24895,3039,1768,8243,0,2015,NA
"523","Faversham and Kent Mid",68858,46712,7748,26250,9162,890,1722,0,2010,NA
"524","Faversham and Mid Kent",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5822255926
"525","Feltham and Heston",81058,48536,21174,16516,6679,530,992,0,2010,0.5593200537
"526","Feltham and Heston",82340,49405,0,14382,1579,1390,6209,0,2015,0.5593200537
"527","Fermanagh and South Tyrone",70108,50864,0,0,0,788,0,0,2015,NA
"528","Fermanagh and South Tyrone",67908,46803,0,0,0,0,0,0,2010,NA
"529","Fife North East",62003,45263,3476,7373,14179,1387,0,18523,2015,NA
"530","Fife North East",62771,40064,6869,8715,17763,0,1032,5685,2010,NA
"531","Filton and Bradley Stoke",71310,49101,13082,22920,3581,2257,7261,0,2015,0.4797859582
"532","Filton and Bradley Stoke",69003,48301,12772,19686,12197,441,1506,0,2010,0.4797859582
"533","Finchley and Golders Green",70722,47157,15879,21688,8036,737,817,0,2010,0.3091974839
"534","Finchley and Golders Green",72530,50759,20173,25835,1662,1357,1732,0,2015,0.3091974839
"535","Folkestone and Hythe",83651,55010,7939,26323,4882,2956,12526,0,2015,0.6183552232
"536","Folkestone and Hythe",78005,52800,5719,26109,15987,637,2439,0,2010,0.6183552232
"537","Forest of Dean",68419,48763,11789,22853,10676,923,2522,0,2010,0.5806625702
"538","Forest Of Dean",69865,49520,12204,23191,2630,2703,8792,0,2015,NA
"539","Foyle",70036,37002,0,132,0,0,832,0,2015,NA
"540","Foyle",65843,37889,0,0,0,0,0,0,2010,NA
"541","Fylde",65926,43690,8624,22826,9641,654,1945,0,2010,0.5655708102
"542","Fylde",65679,43557,8182,21406,1623,1381,5569,0,2015,0.5655708102
"543","Gainsborough",74686,49261,10500,25949,3290,1290,7727,0,2015,0.6203270159
"544","Gainsborough",72939,49251,7701,24266,13707,0,2065,0,2010,0.6203270159
"545","Garston and Halewood",73719,48983,33839,6693,2279,1690,4482,0,2015,0.4787784551
"546","Garston and Halewood",71312,42825,25493,6908,8616,0,1540,0,2010,0.4787784551
"547","Gateshead",64524,37949,21549,5502,2585,1548,6765,0,2015,0.5604693175
"548","Gateshead",66492,38257,20712,5716,8163,379,1103,0,2010,0.5604693175
"549","Gedling",70000,47998,20307,17321,1906,1534,6930,0,2015,0.5619792121
"550","Gedling",70866,48190,19821,17962,7350,0,1459,0,2010,0.5619792121
"551","Gillingham and Rainham",70814,46786,12944,21624,8484,356,1515,0,2010,0.6358208955
"552","Gillingham and Rainham",70984,47078,12060,22590,1707,1133,9199,0,2015,0.6358208955
"553","Glasgow Central",70945,39318,12996,2359,612,1559,786,20658,2015,0.2875060852
"554","Glasgow Central",60105,30580,15908,2158,5010,800,246,5357,2010,0.2875060852
"555","Glasgow East",70378,42417,13729,2544,318,381,1105,24116,2015,0.4383731411
"556","Glasgow East",61865,32164,19797,1453,1617,0,209,7957,2010,0.4383731411
"557","Glasgow North",51490,29613,13181,2089,9283,947,0,3530,2010,0.2162047426
"558","Glasgow North",60169,36922,10315,2901,1012,2284,486,19610,2015,0.2162047426
"559","Glasgow North East",66678,37857,12754,1769,300,615,0,21976,2015,0.406576167
"560","Glasgow North East",59861,29409,20100,1569,2262,0,0,4158,2010,0.406576167
"561","Glasgow North West",68418,43854,13544,3692,1194,1167,0,23908,2015,0.3149285296
"562","Glasgow North West",60997,35582,19233,3537,5622,882,0,5430,2010,0.3149285296
"563","Glasgow South",74051,48778,14504,4752,1019,1431,0,26773,2015,0.2819188863
"564","Glasgow South",65069,40094,20736,4592,4739,961,0,8078,2010,0.2819188863
"565","Glasgow South West",58191,31781,19863,2084,2870,0,0,5192,2010,0.4086436703
"566","Glasgow South West",66209,40921,0,2036,406,507,970,23388,2015,0.4086436703
"567","Glenrothes",67765,40501,25247,2922,3108,0,425,8799,2010,0.4646249082
"568","Glenrothes",69781,47598,0,3685,892,0,0,28459,2015,0.4646249082
"569","Gloucester",82968,52575,16586,23837,2828,1485,7497,0,2015,0.5890014719
"570","Gloucester",79321,50764,17847,20267,9767,511,1808,0,2010,0.5890014719
"571","Gordon",79393,58161,3441,6807,19030,0,1166,27717,2015,0.4456318835
"572","Gordon",73420,48775,9811,9111,17575,752,0,10827,2010,0.4456318835
"573","Gosport",73268,47665,6926,26364,3298,1707,9266,0,2015,0.6197471542
"574","Gosport",72816,46939,7944,24300,9887,573,1496,0,2010,0.6197471542
"575","Gower",61696,41671,16016,13333,7947,0,652,0,2010,0.5017664981
"576","Gower",61820,42758,15835,15862,1552,1161,4773,0,2015,0.5017664981
"577","Grantham and Stamford",78008,52799,9503,26552,11726,0,1604,0,2010,0.6101248691
"578","Grantham and Stamford",81150,53755,9070,28399,3263,1872,9410,0,2015,0.6101248691
"579","Gravesham",72043,50139,15114,23484,1111,1124,9306,0,2015,0.6537720795
"580","Gravesham",70195,47303,13644,22956,6293,675,2265,0,2010,0.6537720795
"581","Great Grimsby",59200,33731,13414,8874,1680,783,8417,0,2015,0.7144662955
"582","Great Grimsby",61229,32954,10777,10063,7388,0,2043,0,2010,0.7144662955
"583","Great Yarmouth",70315,43057,14295,18571,6188,416,2066,0,2010,0.7150494733
"584","Great Yarmouth",69793,44469,12935,19089,1030,978,10270,0,2015,0.7150494733
"585","Greenwich and Woolwich",65489,41188,20262,10109,7498,1054,0,0,2010,0.356656796
"586","Greenwich and Woolwich",73315,46716,24384,12438,2645,2991,3888,0,2015,0.356656796
"587","Guildford",77082,55567,2812,29618,21836,0,1021,0,2010,0.4117792506
"588","Guildford",75733,53986,6534,30802,8354,2558,4774,0,2015,0.4117792506
"589","Hackney North and Stoke Newington",73906,46461,25553,6759,11092,2133,0,0,2010,0.2094955837
"590","Hackney North and Stoke Newington",88153,49887,31357,7349,2492,7281,1085,0,2015,0.2094955837
"591","Hackney South and Shoreditch",84971,47580,0,6420,2186,5519,1818,0,2015,0.221796833
"592","Hackney South and Shoreditch",72841,42858,23888,5800,9600,1493,651,0,2010,0.221796833
"593","Halesowen and Rowley Regis",66048,43818,15851,18933,905,849,7280,0,2015,0.6634472733
"594","Halesowen and Rowley Regis",63693,43979,16092,18115,6515,0,2824,0,2010,0.6634472733
"595","Halifax",70462,43753,17506,17078,1629,1142,5621,0,2015,0.5882165334
"596","Halifax",70380,43555,16278,14806,8335,0,654,0,2010,0.5882165334
"597","Haltemprice and Howden",70254,48737,7630,24486,12884,669,0,0,2010,0.5549736439
"598","Haltemprice and Howden",71195,48757,10219,26414,3055,1809,6781,0,2015,0.5549736439
"599","Halton",72818,45023,28292,8007,1097,1017,6333,0,2015,0.5782347297
"600","Halton",68846,41338,23843,8339,5718,647,1228,0,2010,0.5782347297
"601","Hammersmith",72348,47452,20810,17261,7567,696,551,0,2010,0.3103877818
"602","Hammersmith",72254,47960,23981,17463,2224,2105,2105,0,2015,0.3103877818
"603","Hampshire East",71074,51649,5220,31334,5732,3176,6187,0,2015,NA
"604","Hampshire East",72262,51317,4043,29137,15640,0,1477,0,2010,NA
"605","Hampshire North East",72196,52939,5173,32075,13478,0,2213,0,2010,NA
"606","Hampshire North East",76918,54000,5290,35573,5657,2364,4732,0,2015,NA
"607","Hampshire North West",79223,55195,7342,32052,5151,2541,8109,0,2015,NA
"608","Hampshire North West",76695,53292,6980,31072,12489,0,2751,0,2010,NA
"609","Hampstead and Kilburn",80195,53964,23977,22839,3039,2387,1532,0,2015,0.234826777
"610","Hampstead and Kilburn",80373,52822,17332,17290,16491,759,408,0,2010,0.234826777
"611","Harborough",77917,54945,6981,26894,17097,0,1462,0,2010,0.5224663693
"612","Harborough",77760,52471,8043,27675,7037,2177,7539,0,2015,0.5224663693
"613","Harlow",67994,44251,13273,21623,904,954,7208,0,2015,0.6801852808
"614","Harlow",67583,43878,14766,19691,5990,0,1591,0,2010,0.6801852808
"615","Harrogate and Knaresborough",76408,53376,5409,28153,11782,2351,5681,0,2015,0.4721936622
"616","Harrogate and Knaresborough",74760,53134,3413,24305,23266,0,1056,0,2010,0.4721936622
"617","Harrow East",70981,49000,19911,24668,1037,846,2333,0,2015,0.4747858454
"618","Harrow East",70510,48006,18032,21435,6850,793,896,0,2010,0.4747858454
"619","Harrow West",68554,46116,20111,16968,7458,625,954,0,2010,0.4505624317
"620","Harrow West",69644,46603,0,19677,1567,1310,2047,0,2015,0.4505624317
"621","Hartlepool",68927,38242,16267,10758,6533,0,2682,0,2010,0.6956832972
"622","Hartlepool",69947,39490,14076,8256,761,1341,11052,0,2015,0.6956832972
"623","Harwich and Essex North",70743,49000,9774,23001,11554,909,2527,0,2010,NA
"624","Harwich and Essex North",69290,48432,9548,24722,3576,2122,8464,0,2015,NA
"625","Harwich and North Essex",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6107462742
"626","Hastings and Rye",75095,50927,0,22686,1614,1951,6786,0,2015,0.5622823314
"627","Hastings and Rye",77030,49814,18475,20468,7825,0,1397,0,2010,0.5622823314
"628","Havant",69662,43903,7777,22433,10273,0,2611,0,2010,0.6245058088
"629","Havant",70573,44828,7149,23159,2929,2352,9239,0,2015,0.6245058088
"630","Hayes and Harlington",70231,42637,23377,12553,3726,348,0,0,2010,0.5940544594
"631","Hayes and Harlington",74874,45056,26843,11143,888,794,5388,0,2015,0.5940544594
"632","Hazel Grove",63098,43219,7584,17882,11330,1140,5283,0,2015,0.5220859153
"633","Hazel Grove",62300,41981,5234,14114,20485,0,2148,0,2010,0.5220859153
"634","Hemel Hempstead",72752,49471,10295,24721,11315,0,1254,0,2010,0.5516880434
"635","Hemel Hempstead",74616,49633,11825,26245,2402,1660,7249,0,2015,0.5516880434
"636","Hemsworth",75542,43840,20506,10662,5667,0,0,0,2010,0.6812554559
"637","Hemsworth",72714,42406,21772,9694,1357,0,8565,0,2015,0.6812554559
"638","Hendon",72943,46374,19529,19635,5734,518,958,0,2010,0.4193508856
"639","Hendon",75285,49630,20604,24328,1088,1015,2595,0,2015,0.4193508856
"640","Henley",73123,53520,5835,30054,13466,1328,1817,0,2010,0.4307181625
"641","Henley",77946,55236,6917,32292,6205,3815,6007,0,2015,0.4307181625
"642","Hereford and Herefordshire South",71485,47257,6042,24844,5002,3415,7954,0,2015,NA
"643","Hereford and Herefordshire South",72021,48381,3506,22366,19885,0,1638,0,2010,NA
"644","Hereford and South Herefordshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6015169694
"645","Herefordshire North",67926,48023,5478,26716,5768,3341,6720,0,2015,NA
"646","Herefordshire North",66946,47568,3373,24631,14744,1533,2701,0,2010,NA
"647","Hertford and Stortford",80610,56277,10084,31593,4385,2681,7534,0,2015,0.4921302402
"648","Hertford and Stortford",78459,55377,7620,29810,14373,0,1716,0,2010,0.4921302402
"649","Hertfordshire North East",72200,50425,8291,26995,11801,875,2075,0,2010,NA
"650","Hertfordshire North East",74000,52287,9869,28949,3952,2789,6728,0,2015,NA
"651","Hertfordshire South West",78248,56750,6526,30773,15853,0,1450,0,2010,NA
"652","Hertfordshire South West",79668,57267,9345,32608,5872,2583,6603,0,2015,NA
"653","Hertsmere",73057,47270,8871,26476,8210,604,1712,0,2010,0.5083652561
"654","Hertsmere",73767,50091,11235,29696,2777,0,6383,0,2015,0.5083652561
